DatGeracaoConjuntoDados;AnoLeilao;DatLeilao;NumLeilao;DscNumeroLeilaoCCEE;DscTipoLeilao;NomEmpreendimento;CodCEG;IdeNucleoCEG;SigTipoGeracao;DscFonteEnergia;DscDetalhamentoFonteEnergia;MdaPotenciaInstaladaMW;MdaGarantiaFisicaSEL;VlrEnergiaVendida;VlrPrecoTeto;VlrPrecoLeilao;VlrDesagio;VlrInvestimentoPrevisto;MdaDuracaoContrato;SigUFPrincipal;VlrCotacaoDolar;VlrPrecoTetoDolar;VlrPrecoDolar;VlrInvestimentoDolar;DscEmpresaVencedora
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Chafariz 6;EOL.CV.PB.035184-9;35184;EOL;Eólica;Eólica;29,40;15,20;14,40;276,00;100,01;63,76;237203100,00;20;PB;3,29;81,69;30,33;71925498,04;Força Eólica do Brasil S.A.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Santa Rosa E Mundo Novo I;EOL.CV.RN.035210-1;35210;EOL;Eólica;Eólica;31,50;18,40;16,50;276,00;99,00;64,13;190003770,00;20;RN;3,29;81,69;30,02;57613563,18;EDP Renováveis Brasil S.A.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Santa Rosa E Mundo Novo II;EOL.CV.RN.035211-0;35211;EOL;Eólica;Eólica;31,50;18,80;17,00;276,00;99,00;64,13;190003770,00;20;RN;3,29;81,69;30,02;57613563,18;EDP Renováveis Brasil S.A.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Santa Rosa E Mundo Novo III;EOL.CV.RN.035212-8;35212;EOL;Eólica;Eólica;31,50;20,00;18,00;276,00;99,00;64,13;190003770,00;20;RN;3,29;81,69;30,02;57613563,18;EDP Renováveis Brasil S.A.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Forquilha IV;PCH.PH.RS.034057-0;34057;PCH;Hidro;Hidro;13,00;5,64;5,00;281,00;218,29;22,31;73913000,00;30;RS;3,29;83,21;66,19;22412141,06;CENTRAL GERADORA HIDRELÉTRICA FORQUILHA Ltda
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Vila Acre II;EOL.CV.RN.033753-6;33753;EOL;Eólica;Eólica;27,30;16,60;15,50;276,00;99,90;63,80;152462500,00;20;RN;3,29;81,69;30,29;46230176,78;Voltalia Energia do Brasil Ltda.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;São Carlos;PCH.PH.SC.033762-5;33762;PCH;Hidro;Hidro;14,52;7,73;4,50;281,00;218,19;22,35;76252120,00;30;SC;3,29;83,21;66,16;23121416,66;SÃO CARLOS ENERGIA Ltda
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Quatro Ventos;EOL.CV.PE.031809-4;31809;EOL;Eólica;Eólica;22,00;9,40;8,90;276,00;100,00;63,76;,00;20;PE;3,29;81,69;30,32;,00;European Energy A/S
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Ouro Branco 2;EOL.CV.PE.031808-6;31808;EOL;Eólica;Eólica;30,00;14,70;13,90;276,00;100,00;63,76;,00;20;PE;3,29;81,69;30,32;,00;European Energy A/S
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Vale Azul II;UTE.GN.RJ.032211-3;32211;UTE;Gás;Gás Natural;466,31;420,90;420,90;319,00;211,90;33,57;1226000000,00;25;RJ;3,29;94,73;64,25;371751720,79;MITSUBISHI HITACHI POWER SYSTEMS AMERICAS, INC.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Ouro Branco 1;EOL.CV.PE.031807-8;31807;EOL;Eólica;Eólica;30,00;13,90;13,20;276,00;99,00;64,13;,00;20;PE;3,29;81,69;30,02;,00;European Energy A/S
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Aventura II;EOL.CV.RN.033002-7;33002;EOL;Eólica;Eólica;21,00;13,00;11,70;276,00;97,00;64,85;123588460,00;20;RN;3,29;81,69;29,41;37474896,15;CENTRAL EÓLICA AVENTURA II S.A.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Ventos De Santa Angela 01;EOL.CV.PI.033005-1;33005;EOL;Eólica;Eólica;30,00;16,80;15,60;276,00;100,00;63,76;165000000,00;20;PI;3,29;81,69;30,32;50031838,44;Enel Green Power Brasil Participações Ltda.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Ventos De Santa Angela 02;EOL.CV.PI.033006-0;33006;EOL;Eólica;Eólica;30,00;17,50;16,40;276,00;99,20;64,05;165000000,00;20;PI;3,29;81,69;30,08;50031838,44;Enel Green Power Brasil Participações Ltda.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Ventos De Santa Angela 03;EOL.CV.PI.033007-8;33007;EOL;Eólica;Eólica;30,00;16,90;16,00;276,00;99,00;64,13;165000000,00;20;PI;3,29;81,69;30,02;50031838,44;Enel Green Power Brasil Participações Ltda.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Ventos De Santa Angela 04;EOL.CV.PI.033008-6;33008;EOL;Eólica;Eólica;30,00;16,40;15,40;276,00;97,50;64,67;165000000,00;20;PI;3,29;81,69;29,56;50031838,44;Enel Green Power Brasil Participações Ltda.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Ventos De Santa Angela 05;EOL.CV.PI.033009-4;33009;EOL;Eólica;Eólica;30,00;16,30;16,30;276,00;97,21;64,77;165000000,00;20;PI;3,29;81,69;29,48;50031838,44;Enel Green Power Brasil Participações Ltda.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Ventos De Santa Angela 06;EOL.CV.PI.033010-8;33010;EOL;Eólica;Eólica;30,00;17,50;16,20;276,00;100,00;63,76;165000000,00;20;PI;3,29;81,69;30,32;50031838,44;Enel Green Power Brasil Participações Ltda.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Ventos De Santa Angela 07;EOL.CV.PI.033011-6;33011;EOL;Eólica;Eólica;30,00;17,70;12,00;276,00;97,03;64,84;165000000,00;20;PI;3,29;81,69;29,42;50031838,44;Enel Green Power Brasil Participações Ltda.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Ventos De Santa Angela 08;EOL.CV.PI.033012-4;33012;EOL;Eólica;Eólica;30,00;17,30;14,90;276,00;97,21;64,77;165000000,00;20;PI;3,29;81,69;29,48;50031838,44;Enel Green Power Brasil Participações Ltda.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Ventos De Santa Angela 09;EOL.CV.PI.033013-2;33013;EOL;Eólica;Eólica;30,00;16,60;14,50;276,00;97,21;64,77;165000000,00;20;PI;3,29;81,69;29,48;50031838,44;Enel Green Power Brasil Participações Ltda.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Ventos De Santa Angela 10;EOL.CV.PI.033014-0;33014;EOL;Eólica;Eólica;30,00;16,00;14,00;276,00;97,21;64,77;165000000,00;20;PI;3,29;81,69;29,48;50031838,44;Enel Green Power Brasil Participações Ltda.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Ventos De Santa Angela 11;EOL.CV.PI.033015-9;33015;EOL;Eólica;Eólica;30,00;15,40;13,30;276,00;97,03;64,84;165000000,00;20;PI;3,29;81,69;29,42;50031838,44;Enel Green Power Brasil Participações Ltda.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Ventos De Santa Angela 14;EOL.CV.PI.033018-3;33018;EOL;Eólica;Eólica;30,00;16,10;13,80;276,00;99,00;64,13;165000000,00;20;PI;3,29;81,69;30,02;50031838,44;Enel Green Power Brasil Participações Ltda.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Ventos De Santa Angela 15;EOL.CV.PI.033019-1;33019;EOL;Eólica;Eólica;30,00;16,00;15,20;276,00;100,00;63,76;165000000,00;20;PI;3,29;81,69;30,32;50031838,44;Enel Green Power Brasil Participações Ltda.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Ventos De Santa Angela 17;EOL.CV.PI.033021-3;33021;EOL;Eólica;Eólica;30,00;17,00;15,30;276,00;97,20;64,78;165000000,00;20;PI;3,29;81,69;29,47;50031838,44;Enel Green Power Brasil Participações Ltda.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Ventos De Santa Angela 19;EOL.CV.PI.033023-0;33023;EOL;Eólica;Eólica;30,00;16,90;14,20;276,00;97,20;64,78;165000000,00;20;PI;3,29;81,69;29,47;50031838,44;Enel Green Power Brasil Participações Ltda.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Ventos De Santa Angela 20;EOL.CV.PI.033024-8;33024;EOL;Eólica;Eólica;30,00;16,10;15,60;276,00;100,00;63,76;165000000,00;20;PI;3,29;81,69;30,32;50031838,44;Enel Green Power Brasil Participações Ltda.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Ventos De Santa Angela 21;EOL.CV.PI.033025-6;33025;EOL;Eólica;Eólica;30,00;15,40;13,60;276,00;100,00;63,76;165000000,00;20;PI;3,29;81,69;30,32;50031838,44;Enel Green Power Brasil Participações Ltda.
2022-10-01;2017;2017-12-20;2017/5;26º LEN;A-6;Aventura III;EOL.CV.RN.033026-4;33026;EOL;Eólica;Eólica;22,57;14,30;12,80;276,00;97,00;64,85;134704750,00;20;RN;3,29;81,69;29,41;40845613,88;CENTRAL EÓLICA AVENTURA II S.A.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;São Pedro e Paulo I;UFV.RS.PE.031870-1;31870;UFV;Solar;Fotovoltaica;25,00;6,70;6,70;312,00;117,63;62,29;125911250,00;20;PE;3,32;91,70;35,33;37814592,91;São Pedro e Paulo I SPE S.A.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Ventos de São Januário 13;EOL.CV.BA.033532-0;33532;EOL;Eólica;Eólica;28,60;13,70;9,40;255,00;67,60;73,49;157301000,00;20;BA;3,32;74,58;20,30;47241793,55;EDF EN DO BRASIL PARTICIPAÇÕES Ltda.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Sertão Solar Barreiras V;UFV.RS.CE.033474-0;33474;UFV;Solar;Fotovoltaica;28,00;9,10;8,90;312,00;118,50;62,01;133088220,00;20;BA;3,32;91,70;35,38;3761832,31;Steelcons Empreiteira Construção Civil Ltda.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Ventos de São Januário 01;EOL.CV.BA.033508-8;33508;EOL;Eólica;Eólica;28,60;15,40;6,60;255,00;67,60;73,49;157301000,00;20;BA;3,32;74,58;20,30;47241793,55;EDF EN DO BRASIL PARTICIPAÇÕES Ltda.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Ventos de São Januário 14;EOL.CV.BA.033533-9;33533;EOL;Eólica;Eólica;28,60;13,70;9,40;255,00;67,60;73,49;157301000,00;20;BA;3,32;74,58;20,30;47241793,55;EDF EN DO BRASIL PARTICIPAÇÕES Ltda.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Francisco Sá 1;UFV.RS.MG.033236-4;33236;UFV;Solar;Fotovoltaica;30,00;9,10;9,10;312,00;117,91;62,20;131323430,00;20;MG;3,32;91,70;35,41;39440018,62;Canadian Solar Inc.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Francisco Sá 2;UFV.RS.MG.033237-2;33237;UFV;Solar;Fotovoltaica;30,00;9,10;9,10;312,00;118,35;62,06;131323430,00;20;MG;3,32;91,70;35,54;39440018,62;Canadian Solar Inc.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Francisco Sá 3;UFV.RS.MG.033238-0;33238;UFV;Solar;Fotovoltaica;30,00;9,10;9,10;312,00;118,35;62,06;131323430,00;20;MG;3,32;91,70;35,54;39440018,62;Canadian Solar Inc.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Ventos de São Januário 04;EOL.CV.BA.032641-0;32641;EOL;Eólica;Eólica;28,60;14,90;8,00;255,00;67,60;73,49;157301000,00;20;BA;3,32;74,58;20,30;47241793,55;EDF EN DO BRASIL PARTICIPAÇÕES Ltda.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Solar Jaíba 3;UFV.RS.MG.034392-7;34392;UFV;Solar;Fotovoltaica;29,94;8,40;8,40;312,00;118,40;62,05;160381250,00;20;MG;3,32;91,70;35,56;48166876,90;Canadian Solar Inc.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Solar Jaíba 4;UFV.RS.MG.034394-3;34394;UFV;Solar;Fotovoltaica;29,94;8,40;8,40;312,00;118,40;62,05;160381250,00;20;MG;3,32;91,70;35,56;48166876,90;Canadian Solar Inc.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Etesa 17 Sao Joao Do Piaui I;UFV.RS.PI.034785-0;34785;UFV;Solar;Fotovoltaica;29,97;8,40;6,70;312,00;117,80;62,24;169885000,00;20;PI;3,32;91,70;35,38;51021113,01;CELEO REDES BRASIL S.A.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Etesa 18 Sao Joao Do Piaui II;UFV.RS.PI.034786-8;34786;UFV;Solar;Fotovoltaica;29,97;8,40;6,70;312,00;117,80;62,24;169885000,00;20;PI;3,32;91,70;35,38;51021113,01;CELEO REDES BRASIL S.A.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Etesa 19 Sao Joao Do Piaui III;UFV.RS.PI.034787-6;34787;UFV;Solar;Fotovoltaica;29,97;8,40;6,70;312,00;117,80;62,24;169885000,00;20;PI;3,32;91,70;35,38;51021113,01;CELEO REDES BRASIL S.A.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Etesa 20 Sao Joao Do Piaui IV;UFV.RS.PI.034788-4;34788;UFV;Solar;Fotovoltaica;29,97;8,40;6,70;312,00;117,80;62,24;169885000,00;20;PI;3,32;91,70;35,38;51021113,01;CELEO REDES BRASIL S.A.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Etesa 21 Sao Joao Do Piaui V;UFV.RS.PI.034789-2;34789;UFV;Solar;Fotovoltaica;29,97;8,40;6,70;312,00;117,80;62,24;169885000,00;20;PI;3,32;91,70;35,38;51021113,01;CELEO REDES BRASIL S.A.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Etesa 22 Sao Joao Do Piaui VI;UFV.RS.PI.034790-6;34790;UFV;Solar;Fotovoltaica;29,97;8,40;6,70;312,00;117,80;62,24;169885000,00;20;PI;3,32;91,70;35,38;51021113,01;CELEO REDES BRASIL S.A.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Solar Jaíba 9;UFV.RS.MG.035805-3;35805;UFV;Solar;Fotovoltaica;20,00;5,50;5,50;312,00;117,81;62,24;106920830,00;20;MG;3,32;91,70;35,38;32111250,26;Canadian Solar Inc.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Alex V;UFV.RS.CE.035859-2;35859;UFV;Solar;Fotovoltaica;30,00;10,20;10,00;312,00;118,00;62,17;137500000,00;20;CE;3,32;91,70;35,44;41295011,56;Steelcons Empreiteira e Construção Civil Ltda.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Alex VI;UFV.RS.CE.035860-6;35860;UFV;Solar;Fotovoltaica;30,00;10,20;10,00;312,00;118,00;62,17;137500000,00;20;CE;3,32;91,70;35,44;41295011,56;Steelcons Empreiteira e Construção Civil Ltda.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Alex VII;UFV.RS.CE.035861-4;35861;UFV;Solar;Fotovoltaica;30,00;10,20;10,00;312,00;118,39;62,05;137500000,00;20;CE;3,32;91,70;35,56;41295011,56;Steelcons Empreiteira e Construção Civil Ltda.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Alex VIII;UFV.RS.CE.035862-2;35862;UFV;Solar;Fotovoltaica;30,00;10,20;10,00;312,00;118,25;62,09;137500000,00;20;CE;3,32;91,70;35,51;41295011,56;Steelcons Empreiteira e Construção Civil Ltda.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Alex IX;UFV.RS.CE.035863-0;35863;UFV;Solar;Fotovoltaica;30,00;10,20;10,00;312,00;118,39;62,05;137500000,00;20;CE;3,32;91,70;35,56;41295011,56;Steelcons Empreiteira e Construção Civil Ltda.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Alex X;UFV.RS.CE.035864-9;35864;UFV;Solar;Fotovoltaica;30,00;10,20;10,00;312,00;118,39;62,05;137500000,00;20;CE;3,32;91,70;35,56;41295011,56;Steelcons Empreiteira e Construção Civil Ltda.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Alex III;UFV.RS.CE.035883-5;35883;UFV;Solar;Fotovoltaica;30,00;10,20;10,00;312,00;118,00;62,17;137500000,00;20;CE;3,32;91,70;35,44;41295011,56;Steelcons Empreiteira e Construção Civil Ltda.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Alex IV;UFV.RS.CE.035884-3;35884;UFV;Solar;Fotovoltaica;30,00;10,20;10,00;312,00;118,00;62,17;137500000,00;20;CE;3,32;91,70;35,44;41295011,56;Steelcons Empreiteira e Construção Civil Ltda.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Buritizal;CGH.PH.MT.037358-3;37358;CGH;Hidro;Hidro;5,00;4,57;4,50;291,00;198,35;31,83;51238190,00;30;MT;3,32;85,40;59,57;15388230,17;Hidroelétrica Buritizal Ltda.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Alex I;UFV.RS.CE.035699-9;35699;UFV;Solar;Fotovoltaica;30,00;10,20;10,00;312,00;118,00;62,17;146000000,00;20;CE;3,32;91,70;35,44;43847794,10;Steelcons Empreiteira e Construção Civil Ltda.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Quebra Dentes;PCH.PH.RS.031035-2;31035;PCH;Hidro;Hidro;22,36;11,29;9,00;291,00;198,47;31,79;115743660,00;30;RS;3,32;85,40;59,61;34760987,48;QUEVEDOS ENERGETICA S.A.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Salto Do Guassupi;PCH.PH.RS.031049-2;31049;PCH;Hidro;Hidro;12,19;6,27;5,00;291,00;197,47;32,14;70128240,00;30;RS;3,32;85,40;59,31;21061428,96;SALTO DO GUASSUPI ENERGETICA S.A.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Alcon;UTE.AI.ES.029150-1;29150;UTE;Biomassa;Bagaço de Cana;21,80;10,30;7,70;329,00;198,96;39,52;93400000,00;20;ES;3,32;96,81;59,75;28050575,13;ALCON - CIA DE ÁLCOOL CONCEIÇÃO DA BARRA
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Lavras 1;UFV.RS.CE.037865-8;37865;UFV;Solar;Fotovoltaica;24,00;6,20;6,20;312,00;118,01;62,17;171967150,00;20;CE;3,32;91,70;35,44;51646439,62;Canadian Solar Inc.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Lavras 2;UFV.RS.CE.037866-6;37866;UFV;Solar;Fotovoltaica;24,00;6,20;6,20;312,00;118,02;62,17;171967150,00;20;CE;3,32;91,70;35,44;51646439,62;Canadian Solar Inc.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Lavras 3;UFV.RS.CE.037867-4;37867;UFV;Solar;Fotovoltaica;24,00;6,20;6,20;312,00;118,03;62,16;171967150,00;20;CE;3,32;91,70;35,45;51646439,62;Canadian Solar Inc.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Lavras 4;UFV.RS.CE.037868-2;37868;UFV;Solar;Fotovoltaica;24,00;6,20;6,20;312,00;118,04;62,16;171967150,00;20;CE;3,32;91,70;35,45;51646439,62;Canadian Solar Inc.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Lavras 5;UFV.RS.CE.037869-0;37869;UFV;Solar;Fotovoltaica;24,00;6,20;6,20;312,00;118,05;62,16;171967150,00;20;CE;3,32;91,70;35,45;51646439,62;Canadian Solar Inc.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Chale;CGH.PH.MG.038150-0;38150;CGH;Hidro;Hidro;2,10;1,36;1,20;291,00;197,27;32,20;13216000,00;30;MG;3,32;85,40;59,25;3969126,35;CENTRAL GERADORA HIDROELÉTRICA CHALÉ Ltda.
2022-10-01;2018;2018-04-04;2018/1;27º LEN;A-4;Cerradão 2;UTE.AI.MG.038336-8;38336;UTE;Biomassa;Bagaço de Cana;40,00;24,20;9,40;329,00;198,92;39,53;21000000,00;20;MG;3,32;96,81;59,74;6306874,49;Usina Cerradão Ltda.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Parnaíba 5A e 5B;UTE.GN.MA.040562-0;40562;UTE;Gás;Gás Natural;363,20;326,40;326,40;308,00;179,98;41,56;1088794600,00;25;MA;3,88;77,30;46,34;280328166,84;Parnaíba Geração e Comercialização de Energia S.A.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Ventos de São Januário 23;EOL.CV.RN.040625-2;40625;EOL;Eólica;Eólica;8,40;4,00;1,20;227,00;89,00;60,79;37800000,00;20;BA;3,88;56,44;22,91;9732234,81;Ventos de São Januário Energias Renováveis S.A.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Diamantino;CGH.PH.GO.038152-7;38152;CGH;Hidro;Hidro;3,00;2,22;1,30;290,00;195,00;32,75;16733710,00;30;GO;3,88;72,67;50,21;4308370,24;Energia das Águas SA
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Ventos de Santa Martina 01;EOL.CV.RN.038310-4;38310;EOL;Eólica;Eólica;8,40;4,70;1,40;227,00;89,00;60,79;37800000,00;20;RN;3,88;56,44;22,91;9732234,81;Ventos de Santa Martina Energias Renováveis S.A.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Ventos de Santa Martina 09;EOL.CV.RN.038318-0;38318;EOL;Eólica;Eólica;8,40;4,80;1,40;227,00;89,00;60,79;37800000,00;20;RN;3,88;56,44;22,91;9732234,81;Ventos de Santa Martina Energias Renováveis S.A.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Ventos de Santa Martina 10;EOL.CV.RN.038319-8;38319;EOL;Eólica;Eólica;8,40;4,80;1,40;227,00;89,00;60,79;37800000,00;20;RN;3,88;56,44;22,91;9732234,81;Ventos de Santa Martina Energias Renováveis S.A.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Ventos de Santa Martina 11;EOL.CV.RN.038320-1;38320;EOL;Eólica;Eólica;8,40;4,70;1,40;227,00;89,00;60,79;37800000,00;20;RN;3,88;56,44;22,91;9732234,81;Ventos de Santa Martina Energias Renováveis S.A.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Ventos de Santa Martina 12;EOL.CV.RN.038321-0;38321;EOL;Eólica;Eólica;8,40;4,60;1,40;227,00;89,00;60,79;37800000,00;20;RN;3,88;56,44;22,91;9732234,81;Ventos de Santa Martina Energias Renováveis S.A.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Ventos de Santa Martina 13;EOL.CV.RN.038322-8;38322;EOL;Eólica;Eólica;8,40;4,00;1,20;227,00;89,00;60,79;37800000,00;20;RN;3,88;56,44;22,91;9732234,81;Ventos de Santa Martina Energias Renováveis S.A.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Ventos de Santa Martina 14;EOL.CV.RN.038323-6;38323;EOL;Eólica;Eólica;8,40;3,90;1,20;227,00;89,00;60,79;37800000,00;20;RN;3,88;56,44;22,91;9732234,81;Ventos de Santa Martina Energias Renováveis S.A.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Vila Maranhão I;EOL.CV.RN.038325-2;38325;EOL;Eólica;Eólica;31,18;15,70;8,30;227,00;93,00;59,03;127897510,00;20;RN;3,88;56,44;23,94;32929328,01;Voltalia Energia do Brasil Ltda.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Vila Maranhão II;EOL.CV.RN.038326-0;38326;EOL;Eólica;Eólica;31,18;15,40;8,30;227,00;93,00;59,03;127897510,00;20;RN;3,88;56,44;23,94;32929328,01;Voltalia Energia do Brasil Ltda.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Vila Maranhão III;EOL.CV.RN.038327-9;38327;EOL;Eólica;Eólica;31,18;16,80;8,20;227,00;93,00;59,03;127897510,00;20;RN;3,88;56,44;23,94;32929328,01;Voltalia Energia do Brasil Ltda.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Lacerdopolis;PCH.PH.SC.037820-8;37820;PCH;Hidro;Hidro;9,60;5,47;5,40;290,00;196,00;32,41;47993140,00;30;SC;3,88;72,67;50,46;12356627,19;Lacerdópolis Energética S.A.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Farol De Touros;EOL.CV.RN.037999-9;37999;EOL;Eólica;Eólica;21,00;11,70;3,60;227,00;89,89;60,40;159116000,00;20;RN;3,88;56,44;23,14;40967044,28;SPE Farol De Touros Energia S.A.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Figueira Branca;EOL.CV.RN.038002-4;38002;EOL;Eólica;Eólica;10,50;5,90;1,80;227,00;89,89;60,40;90996000,00;20;RN;3,88;56,44;23,14;23428424,30;SPE Figueira Branca Energia S.A.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Gameleira;EOL.CV.RN.038006-7;38006;EOL;Eólica;Eólica;14,70;8,50;2,60;227,00;89,89;60,40;116754000,00;20;RN;3,88;56,44;23,14;30060247,17;SPE Gameleira Energia S.A.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Costa Das Dunas;EOL.CV.RN.037959-0;37959;EOL;Eólica;Eólica;23,10;13,30;4,00;227,00;89,88;60,40;170745000,00;20;RN;3,88;56,44;23,14;43961122,55;SPE Costa das Dunas Energia S.A.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Monte Verde IV;EOL.CV.RN.038035-0;38035;EOL;Eólica;Eólica;34,65;19,70;9,10;227,00;87,00;61,67;122818000,00;20;RN;3,88;56,44;22,40;31621524,20;EDP Renováveis Brasil S.A.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Monte Verde V;EOL.CV.RN.040584-1;40584;EOL;Eólica;Eólica;24,25;13,40;13,00;227,00;87,00;61,67;87217000,00;20;RN;3,88;56,44;22,40;22455458,29;EDP Renováveis Brasil S.A.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Serra da Babilonia C;EOL.CV.BA.040609-0;40609;EOL;Eólica;Eólica;23,50;11,20;11,20;227,00;88,97;60,80;82250000,00;20;BA;3,88;56,44;22,91;21176622,04;Jardim Botânico Geração De Energia E Participações S.A.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Serra da Babilonia E;EOL.CV.BA.040611-2;40611;EOL;Eólica;Eólica;25,85;11,80;11,80;227,00;88,46;61,03;90475000,00;20;BA;3,88;56,44;22,78;23294284,24;Jardim Botânico Geração De Energia E Participações S.A.
2022-10-01;2018;2018-08-13;2018/3;28º LEN;A-6;Serra da Babilonia F;EOL.CV.BA.040612-0;40612;EOL;Eólica;Eólica;16,45;7,60;7,60;227,00;88,46;61,03;57575000,00;20;BA;3,88;56,44;22,78;14823635,43;Jardim Botânico Geração De Energia E Participações S.A.
